cod_nota,nota_NP1,nota_NP2,nota_exame,semestre,ano,cod_disciplina,cod_aluno
9967,7.1,7.69,0.0,2,2017,811,355
9968,9.93,7.9,0.0,2,2013,532,356
9969,7.39,6.7,0.0,1,2017,533,356
9970,8.61,4.27,5.86,1,2017,534,356
9971,6.25,8.79,0.0,2,2016,535,356
9972,7.47,6.94,0.0,1,2014,536,356
9973,8.66,9.16,0.0,1,2017,537,356
9974,1.08,7.04,3.16,1,2015,538,356
9975,9.29,2.25,9.84,1,2014,539,356
9976,6.24,2.83,8.24,2,2017,540,356
9977,0.37,7.1,6.37,1,2018,541,356
9978,2.56,2.94,6.86,2,2018,542,356
9979,1.13,2.82,6.71,1,2018,543,356
9980,2.01,5.39,0.56,2,2014,544,356
9981,9.8,5.85,0.0,2,2016,545,356
9982,4.09,1.78,2.28,2,2013,546,356
9983,0.33,0.57,8.28,2,2012,547,356
9984,6.49,6.7,4.61,1,2012,548,356
9985,7.29,3.02,0.32,1,2016,549,356
9986,5.53,5.65,2.51,1,2012,550,356
9987,2.44,5.86,4.76,1,2012,551,356
9988,3.08,4.04,9.45,1,2017,552,356
9989,5.48,2.07,5.45,1,2019,553,356
9990,7.39,6.2,4.93,1,2017,554,356
9991,5.59,7.95,7.27,2,2015,555,356
9992,4.48,9.23,2.57,2,2017,556,356
9993,0.08,2.5,8.64,2,2016,557,356
9994,3.79,0.96,5.94,2,2013,558,356
9995,5.65,0.77,7.0,2,2015,559,356
9996,7.07,6.87,3.69,1,2014,112,357
9997,0.12,7.47,3.68,2,2016,113,357
9998,0.17,1.97,6.46,1,2014,114,357
9999,9.22,4.02,5.62,2,2013,115,357
10000,1.51,6.95,3.83,2,2019,116,357
10001,1.92,0.56,1.32,1,2018,117,357
10002,1.68,5.82,2.85,2,2015,118,357
10003,7.36,7.08,0.0,2,2015,119,357
10004,9.87,6.55,0.0,1,2015,120,357
10005,2.41,9.83,7.52,1,2016,121,357
10006,7.12,0.1,1.02,1,2016,122,357
10007,6.54,8.06,0.0,2,2016,123,357
10008,5.32,2.97,0.94,2,2016,124,357
10009,2.94,7.28,6.51,2,2019,125,357
10010,1.08,2.88,4.87,2,2017,126,357
10011,5.57,3.64,5.34,1,2016,127,357
10012,6.78,3.66,5.23,1,2018,128,357
10013,9.67,5.78,0.0,2,2019,129,357
10014,2.02,5.31,0.2,2,2011,130,357
10015,7.93,6.83,0.0,1,2011,131,357
10016,0.84,9.55,1.06,1,2013,132,357
10017,3.72,7.36,4.83,2,2015,133,357
10018,1.58,2.95,3.06,1,2014,134,357
10019,0.5,9.86,4.42,2,2015,135,357
10020,3.18,2.33,1.01,1,2016,136,357
10021,6.07,1.4,8.04,2,2011,137,357
10022,6.64,0.01,2.17,1,2013,138,357
10023,9.21,7.86,0.0,2,2016,139,357
10024,5.62,4.99,8.88,2,2017,28,358
10025,0.72,5.24,0.42,1,2016,29,358
10026,9.91,7.47,0.0,1,2013,30,358
10027,5.33,4.42,9.91,1,2013,31,358
10028,0.14,7.84,7.28,1,2011,32,358
10029,8.71,5.59,0.0,2,2014,33,358
10030,0.46,0.94,6.61,2,2012,34,358
10031,6.98,1.2,9.17,2,2014,35,358
10032,5.94,1.88,2.07,2,2010,36,358
10033,5.71,7.42,0.44,1,2011,37,358
10034,6.45,1.65,2.1,1,2011,38,358
10035,6.02,3.62,5.99,2,2019,39,358
10036,0.1,2.51,6.08,2,2015,40,358
10037,1.44,0.84,4.06,2,2012,41,358
10038,9.35,4.13,6.44,1,2015,42,358
10039,1.2,6.53,2.93,1,2015,43,358
10040,0.26,2.25,7.95,2,2016,44,358
10041,2.38,0.83,6.54,1,2017,45,358
10042,9.33,1.96,9.8,1,2016,46,358
10043,3.2,3.79,1.63,2,2015,47,358
10044,4.14,1.72,2.42,2,2016,48,358
10045,2.46,6.08,9.23,1,2017,49,358
10046,1.12,4.18,7.68,2,2016,50,358
10047,4.82,2.46,6.4,1,2015,51,358
10048,1.19,4.41,9.08,2,2012,52,358
10049,4.77,0.81,8.61,1,2014,53,358
10050,2.67,6.35,5.23,1,2019,54,358
10051,0.8,5.2,0.93,1,2016,55,358
10052,0.18,3.52,7.24,1,2015,476,359
10053,5.34,4.77,3.54,1,2016,477,359
10054,9.12,3.26,5.48,1,2011,478,359
10055,6.33,7.42,2.26,1,2015,479,359
10056,1.52,6.44,0.11,2,2014,480,359
10057,5.79,3.9,1.41,1,2015,481,359
10058,6.67,9.34,0.0,2,2017,482,359
10059,2.24,4.49,2.42,2,2017,483,359
10060,5.74,1.5,5.58,2,2012,484,359
10061,6.99,4.46,4.32,1,2016,485,359
10062,4.8,5.2,2.95,2,2016,486,359
10063,0.05,7.01,2.11,1,2010,487,359
10064,9.96,6.84,0.0,1,2016,488,359
10065,1.17,3.5,7.51,1,2013,489,359
10066,8.99,2.94,9.6,2,2012,490,359
10067,0.2,7.6,7.37,1,2015,491,359
10068,8.73,6.91,0.0,1,2016,492,359
10069,4.05,3.53,2.27,2,2019,493,359
10070,8.98,5.36,0.0,1,2011,494,359
10071,5.09,4.32,7.17,2,2012,495,359
10072,7.55,5.12,6.15,1,2018,496,359
10073,4.55,8.49,1.61,2,2017,497,359
10074,9.03,8.91,0.0,2,2019,498,359
10075,3.73,9.38,9.65,1,2015,499,359
10076,3.02,5.86,0.15,2,2015,500,359
10077,7.83,7.84,0.0,2,2017,501,359
10078,1.73,9.32,1.1,1,2018,502,359
10079,8.68,4.02,9.27,1,2016,503,359
10080,2.33,7.79,7.39,1,2019,1120,360
10081,0.04,5.12,0.46,2,2014,1121,360
10082,1.48,6.97,0.28,2,2018,1122,360
10083,1.87,2.53,7.55,1,2015,1123,360
10084,2.93,8.65,7.8,1,2014,1124,360
10085,6.78,3.72,1.87,1,2018,1125,360
10086,5.24,0.99,4.02,2,2018,1126,360
10087,4.43,8.33,4.43,1,2013,1127,360
10088,2.13,4.24,4.43,2,2011,1128,360
10089,4.99,3.59,3.81,2,2010,1129,360
10090,1.65,3.48,9.36,2,2020,1130,360
10091,9.89,4.39,0.0,1,2013,1131,360
10092,8.39,6.16,0.0,1,2014,1132,360
10093,9.7,5.41,0.0,1,2016,1133,360
10094,1.32,9.48,7.95,1,2018,1134,360
10095,7.3,6.04,9.56,2,2011,1135,360
10096,1.82,8.35,1.83,2,2018,1136,360
10097,5.85,9.77,0.0,2,2014,1137,360
10098,3.53,8.98,1.99,2,2015,1138,360
10099,4.75,4.89,3.8,1,2017,1139,360
10100,0.7,9.5,8.16,2,2013,1140,360
10101,2.05,9.8,7.51,2,2014,1141,360
10102,4.28,0.63,2.54,1,2016,1142,360
10103,7.67,9.73,0.0,2,2019,1143,360
10104,5.17,2.48,4.12,1,2017,1144,360
10105,5.14,2.81,9.0,1,2016,1145,360
10106,7.25,3.79,1.41,2,2010,1146,360
10107,3.23,7.91,1.87,2,2013,1147,360
10108,0.57,9.92,1.98,2,2012,112,361
10109,5.26,4.09,8.77,1,2012,113,361
10110,4.57,1.86,8.59,2,2015,114,361
10111,3.0,9.0,8.28,1,2016,115,361
10112,1.85,5.58,6.44,2,2014,116,361
10113,8.76,7.5,0.0,1,2012,117,361
10114,9.3,0.87,2.25,2,2016,118,361
10115,7.92,5.78,0.63,1,2018,119,361
10116,2.33,3.85,8.4,1,2014,120,361
10117,6.28,5.98,7.84,1,2012,121,361
10118,8.59,7.94,0.0,2,2015,122,361
10119,6.5,9.15,0.0,2,2012,123,361
10120,3.19,6.53,2.4,1,2018,124,361
10121,3.36,0.88,5.78,1,2013,125,361
10122,5.82,0.21,8.67,1,2017,126,361
10123,4.43,7.53,9.68,1,2013,127,361
10124,8.1,6.96,0.0,2,2013,128,361
10125,5.13,0.1,9.44,2,2015,129,361
10126,0.17,4.08,5.19,1,2015,130,361
10127,0.44,0.48,4.73,2,2016,131,361
10128,5.68,7.19,2.97,1,2015,132,361
10129,1.34,8.62,7.48,2,2018,133,361
10130,8.42,9.56,0.0,1,2017,134,361
10131,1.61,2.55,3.09,2,2014,135,361
10132,0.6,0.95,3.16,1,2016,136,361
10133,0.82,7.14,3.22,2,2018,137,361
10134,5.51,1.63,7.37,2,2016,138,361
10135,9.28,3.79,5.84,2,2016,139,361
10136,9.2,0.72,4.98,2,2011,364,362
10137,4.28,3.32,7.31,2,2018,365,362
10138,0.66,0.1,4.39,1,2014,366,362
10139,1.23,8.49,7.57,1,2011,367,362
10140,4.61,6.58,6.21,1,2017,368,362
10141,5.46,7.75,2.51,1,2015,369,362
10142,5.75,1.17,7.5,2,2011,370,362
10143,2.67,1.3,2.57,1,2013,371,362
10144,9.34,0.37,2.27,2,2014,372,362
10145,3.14,1.1,5.48,2,2013,373,362
10146,5.25,2.09,9.36,1,2018,374,362
10147,6.36,8.05,0.0,1,2012,375,362
10148,9.69,3.17,9.81,1,2010,376,362
10149,5.16,2.13,7.9,1,2019,377,362
10150,1.47,1.61,3.27,1,2010,378,362
10151,0.76,5.8,5.86,1,2015,379,362
10152,0.65,3.92,9.16,2,2015,380,362
10153,9.06,8.79,0.0,2,2015,381,362
10154,3.95,8.53,0.66,1,2014,382,362
10155,2.69,9.26,9.85,2,2011,383,362
10156,2.41,5.1,6.46,1,2015,384,362
10157,4.4,1.18,0.5,2,2018,385,362
10158,8.36,8.67,0.0,2,2012,386,362
10159,0.19,1.51,6.62,2,2017,387,362
10160,2.71,0.16,4.83,1,2016,388,362
10161,4.59,4.81,9.07,2,2019,389,362
10162,3.03,3.19,1.24,2,2015,390,362
10163,6.21,3.89,5.57,1,2013,391,362
10164,1.45,2.27,8.43,1,2017,392,363
10165,9.34,1.32,5.04,1,2015,393,363
10166,5.18,8.61,9.17,2,2017,394,363
10167,0.59,3.59,0.32,2,2015,395,363
10168,2.84,5.21,1.49,2,2012,396,363
10169,2.28,4.56,6.95,2,2013,397,363
10170,9.19,1.99,6.76,2,2018,398,363
10171,0.02,2.03,6.69,1,2013,399,363
10172,4.05,6.73,7.72,2,2016,400,363
10173,7.57,6.34,1.16,1,2016,401,363
10174,9.43,1.09,9.01,1,2017,402,363
10175,3.77,2.0,4.8,1,2018,403,363
10176,7.81,5.91,5.49,1,2013,404,363
10177,2.36,1.49,4.0,2,2011,405,363
10178,6.11,3.53,2.58,1,2016,406,363
10179,9.7,2.36,1.97,1,2013,407,363
10180,4.04,5.49,8.85,1,2010,408,363
10181,6.7,8.19,0.0,2,2015,409,363
10182,8.75,3.62,4.24,2,2010,410,363
10183,5.13,2.46,6.57,1,2015,411,363
10184,0.58,3.26,6.03,2,2016,412,363
10185,0.8,5.95,2.37,2,2016,413,363
10186,0.25,0.65,1.73,1,2016,414,363
10187,4.24,5.73,2.76,1,2015,415,363
10188,2.36,6.78,7.93,2,2016,416,363
10189,3.32,4.56,3.12,2,2017,417,363
10190,7.54,7.93,0.0,1,2015,418,363
10191,9.14,1.84,1.32,1,2015,419,363
10192,5.02,8.31,2.69,1,2015,420,364
10193,0.42,1.99,5.47,1,2012,421,364
10194,0.86,0.37,9.52,1,2018,422,364
10195,9.16,9.61,0.0,2,2016,423,364
10196,8.63,5.93,0.0,1,2016,424,364
10197,1.07,8.45,7.47,2,2014,425,364
10198,5.55,2.05,5.3,2,2013,426,364
10199,1.16,0.63,7.52,1,2010,427,364
10200,7.54,6.6,0.0,2,2013,428,364
10201,0.78,1.06,4.4,1,2016,429,364
10202,7.42,5.78,8.63,2,2018,430,364
10203,4.15,4.88,5.43,1,2016,431,364
10204,0.37,2.77,7.66,2,2012,432,364
10205,7.99,3.8,5.91,1,2016,433,364
10206,0.24,5.32,6.7,2,2012,434,364
10207,8.14,4.15,9.13,2,2016,435,364
10208,3.9,7.9,9.29,1,2014,436,364
10209,4.1,6.73,9.08,2,2017,437,364
10210,0.22,6.7,2.08,2,2014,438,364
10211,5.82,7.28,4.55,2,2011,439,364
10212,9.11,8.83,0.0,1,2015,440,364
10213,7.04,6.61,0.32,2,2014,441,364
10214,1.64,5.55,6.81,2,2015,442,364
10215,7.08,6.31,7.93,2,2015,443,364
10216,1.47,4.97,1.45,1,2013,444,364
10217,9.84,1.78,6.75,2,2017,445,364
10218,0.06,0.82,7.92,2,2015,446,364
10219,4.65,6.34,1.32,1,2017,447,364
10220,0.66,9.6,9.45,2,2013,952,365
10221,1.06,7.77,5.8,2,2016,953,365
10222,6.0,9.1,0.0,2,2017,954,365
10223,7.19,7.33,0.0,2,2015,955,365
10224,4.01,8.44,1.93,1,2015,956,365
10225,0.54,2.96,8.26,1,2015,957,365
10226,6.13,8.18,0.0,1,2018,958,365
10227,8.42,1.91,8.72,1,2018,959,365
10228,8.66,5.98,0.0,1,2016,960,365
10229,0.01,3.39,9.55,2,2013,961,365
10230,8.36,7.24,0.0,2,2015,962,365
10231,5.75,3.85,3.03,1,2012,963,365
10232,2.34,7.13,2.51,1,2017,964,365
10233,0.9,8.5,6.91,2,2012,965,365
10234,2.99,1.51,2.41,2,2015,966,365
10235,2.03,5.39,3.86,2,2015,967,365
10236,8.49,7.86,0.0,1,2014,968,365
10237,9.84,7.35,0.0,1,2013,969,365
10238,8.29,2.93,7.74,2,2018,970,365
10239,1.31,5.34,7.85,1,2012,971,365
10240,8.81,5.46,0.0,1,2017,972,365
10241,8.94,7.92,0.0,2,2017,973,365
10242,9.71,6.33,0.0,1,2017,974,365
10243,2.92,7.1,1.57,1,2013,975,365
10244,6.38,2.34,4.15,2,2018,976,365
10245,4.18,2.78,0.46,1,2012,977,365
10246,0.38,6.61,2.51,2,2016,978,365
10247,1.77,4.64,6.9,2,2013,979,365
10248,1.6,3.83,4.79,1,2013,252,366
10249,1.3,4.77,0.13,2,2014,253,366
10250,9.92,5.77,0.0,1,2016,254,366
10251,5.71,5.88,5.66,2,2013,255,366
10252,8.43,7.35,0.0,2,2018,256,366
10253,4.09,5.73,0.41,1,2014,257,366
10254,7.65,7.34,0.0,2,2014,258,366
10255,3.31,6.62,4.63,2,2015,259,366
10256,6.24,0.95,1.76,1,2019,260,366
10257,8.28,3.35,8.54,2,2016,261,366
10258,1.35,4.2,5.6,2,2012,262,366
10259,9.0,8.86,0.0,1,2019,263,366
10260,8.29,0.86,7.15,1,2017,264,366
10261,5.67,5.81,3.24,2,2010,265,366
10262,8.21,8.01,0.0,2,2015,266,366
10263,4.86,0.88,7.51,1,2012,267,366
10264,8.06,8.95,0.0,1,2015,268,366
10265,7.09,6.3,5.81,2,2013,269,366
10266,4.01,1.87,3.98,2,2018,270,366
10267,3.36,2.21,2.25,1,2015,271,366
10268,5.57,2.28,9.5,2,2016,272,366
10269,0.76,3.34,3.27,2,2013,273,366
10270,7.09,0.74,5.66,1,2017,274,366
10271,5.01,5.53,6.49,2,2013,275,366
10272,7.83,0.48,4.17,1,2017,276,366
10273,4.79,8.77,9.78,1,2018,277,366
10274,9.79,8.43,0.0,2,2018,278,366
10275,0.57,7.28,4.51,2,2018,279,366
10276,4.75,9.46,0.0,1,2015,168,367
10277,9.2,3.91,1.81,2,2015,169,367
10278,2.64,1.54,4.86,2,2016,170,367
10279,1.64,3.91,5.78,2,2012,171,367
10280,2.63,5.32,9.74,2,2014,172,367
10281,6.85,6.12,1.4,1,2013,173,367
10282,3.59,1.42,5.84,2,2017,174,367
10283,3.75,1.3,3.55,1,2014,175,367
10284,4.7,0.19,3.09,1,2015,176,367
10285,4.38,6.91,6.54,1,2016,177,367
10286,2.28,2.0,6.0,1,2016,178,367
10287,0.46,1.21,3.75,2,2015,179,367
10288,2.18,7.62,8.13,1,2012,180,367
10289,5.18,3.26,5.01,1,2015,181,367
10290,5.3,6.13,6.04,1,2019,182,367
10291,0.77,5.45,5.29,1,2019,183,367
10292,5.49,0.31,8.4,1,2018,184,367
10293,5.48,3.68,7.81,2,2012,185,367
10294,9.75,5.99,0.0,2,2013,186,367
10295,2.27,3.67,2.79,1,2015,187,367
10296,1.85,2.43,9.4,2,2014,188,367
10297,0.45,5.67,3.41,2,2010,189,367
10298,4.99,1.56,4.39,2,2018,190,367
10299,6.92,0.07,1.65,2,2017,191,367
10300,0.72,0.03,2.06,1,2014,192,367
10301,2.45,8.16,8.32,1,2012,193,367
10302,0.01,2.29,9.46,1,2016,194,367
10303,4.84,6.36,5.35,1,2013,195,367
10304,5.56,4.09,9.59,1,2014,1120,368
10305,7.95,2.51,8.83,1,2015,1121,368
10306,0.89,7.01,1.49,1,2015,1122,368
10307,8.66,6.61,0.0,1,2018,1123,368
10308,0.77,8.17,4.73,1,2012,1124,368
10309,1.48,5.23,6.94,2,2014,1125,368
10310,7.68,6.26,0.81,2,2018,1126,368
10311,0.98,0.97,2.95,2,2014,1127,368
10312,8.55,4.11,7.51,2,2012,1128,368
10313,0.36,4.5,9.76,1,2016,1129,368
10314,0.22,5.75,5.36,1,2019,1130,368
10315,8.92,6.09,0.0,2,2012,1131,368
10316,5.2,4.72,1.24,1,2014,1132,368
10317,2.63,0.73,0.77,2,2015,1133,368
10318,4.69,1.45,1.92,2,2015,1134,368
10319,7.08,6.28,7.74,2,2015,1135,368
10320,7.17,7.24,0.0,1,2017,1136,368
10321,3.41,2.69,0.47,2,2013,1137,368
10322,4.55,5.44,4.84,2,2015,1138,368
10323,0.03,2.68,1.2,2,2015,1139,368
10324,9.99,1.26,1.22,2,2019,1140,368
10325,3.78,8.11,3.55,2,2013,1141,368
10326,6.75,9.23,0.0,2,2016,1142,368
10327,0.88,4.71,9.05,2,2015,1143,368
10328,3.76,3.95,7.04,2,2012,1144,368
10329,7.21,0.42,9.3,2,2012,1145,368
10330,5.27,6.06,7.67,2,2011,1146,368
10331,8.64,3.33,5.05,1,2014,1147,368
10332,1.16,5.12,6.48,2,2014,532,369
10333,5.2,3.67,1.09,1,2014,533,369
10334,2.35,5.77,1.63,2,2012,534,369
10335,4.89,9.59,0.0,2,2018,535,369
10336,5.98,7.59,4.79,2,2014,536,369
10337,6.1,7.61,6.41,1,2012,537,369
10338,8.63,5.42,0.0,2,2019,538,369
10339,2.96,6.76,3.72,1,2016,539,369
10340,0.26,7.74,4.51,2,2012,540,369
10341,9.29,3.85,4.23,1,2014,541,369
10342,4.85,8.37,8.17,1,2015,542,369
10343,7.79,0.84,4.48,2,2013,543,369
10344,6.92,3.14,3.26,2,2014,544,369
10345,1.09,8.46,6.19,2,2015,545,369
10346,9.3,0.58,7.56,1,2015,546,369
10347,3.88,4.6,4.48,1,2013,547,369
10348,6.46,4.91,9.89,2,2013,548,369
10349,9.78,5.0,0.0,1,2016,549,369
10350,8.35,8.6,0.0,1,2014,550,369
10351,1.73,7.67,6.37,1,2016,551,369
10352,5.4,9.83,0.0,1,2015,552,369
10353,0.93,7.41,2.66,2,2012,553,369
10354,2.36,2.45,8.2,1,2014,554,369
10355,6.1,1.77,8.56,1,2017,555,369
10356,4.72,2.29,6.87,2,2015,556,369
10357,2.29,3.46,1.59,2,2017,557,369
10358,6.13,6.89,4.58,1,2016,558,369
10359,0.87,9.56,8.01,1,2015,559,369
10360,2.21,4.86,7.92,2,2019,476,370
10361,5.46,4.09,9.99,2,2015,477,370
10362,8.3,2.27,1.9,1,2014,478,370
10363,9.17,6.03,0.0,2,2012,479,370
10364,2.67,4.14,4.62,1,2012,480,370
10365,2.25,2.8,0.95,2,2016,481,370
10366,7.39,8.01,0.0,1,2018,482,370
10367,8.22,1.41,4.62,1,2013,483,370
10368,1.14,7.66,8.41,2,2015,484,370
10369,0.45,8.24,4.14,2,2019,485,370
10370,0.35,8.36,9.08,2,2014,486,370
10371,5.29,2.85,3.33,2,2010,487,370
10372,8.31,0.58,1.17,1,2013,488,370
10373,0.69,5.96,7.29,1,2014,489,370
10374,8.89,1.3,0.41,2,2014,490,370
10375,7.66,7.14,0.0,1,2012,491,370
10376,8.33,7.85,0.0,2,2014,492,370
10377,6.61,7.28,0.26,1,2016,493,370
10378,0.89,9.42,1.17,2,2018,494,370
10379,0.82,6.19,6.68,1,2012,495,370
10380,1.06,6.36,9.66,1,2018,496,370
10381,9.81,2.66,6.79,1,2016,497,370
10382,9.11,1.21,2.83,1,2014,498,370
10383,7.81,9.61,0.0,1,2015,499,370
10384,6.98,6.49,6.94,1,2015,500,370
10385,3.18,9.13,0.65,2,2017,501,370
10386,0.99,1.42,8.56,2,2014,502,370
10387,7.88,4.67,7.13,1,2015,503,370
10388,7.95,1.94,0.35,1,2014,672,371
10389,5.54,1.25,8.43,2,2014,673,371
10390,2.11,9.26,9.48,2,2015,674,371
10391,5.68,2.64,5.53,1,2019,675,371
10392,7.89,6.09,8.46,1,2014,676,371
10393,9.11,0.8,8.25,2,2016,677,371
10394,6.44,3.15,5.48,1,2012,678,371
10395,3.68,5.64,2.53,2,2014,679,371
10396,3.54,6.59,4.88,2,2014,680,371
10397,1.0,3.36,1.09,2,2014,681,371
10398,3.66,4.68,8.45,2,2018,682,371
10399,0.58,2.36,4.48,2,2015,683,371
10400,0.58,8.23,4.48,2,2016,684,371
10401,3.55,7.94,7.84,2,2019,685,371
10402,2.92,1.67,2.67,1,2014,686,371
10403,7.3,0.86,6.82,1,2018,687,371
10404,9.26,3.36,8.47,1,2015,688,371
10405,5.72,1.71,2.32,2,2013,689,371
10406,0.49,4.89,7.46,1,2017,690,371
10407,7.82,2.17,9.73,1,2015,691,371
10408,1.89,0.49,3.07,2,2016,692,371
10409,9.12,3.62,9.51,2,2014,693,371
10410,1.81,9.74,9.66,1,2019,694,371
10411,9.5,4.18,9.65,1,2017,695,371
10412,5.31,9.07,0.0,1,2018,696,371
10413,4.32,0.61,3.76,1,2019,697,371
10414,8.64,6.19,0.0,2,2017,698,371
10415,0.96,5.12,1.12,2,2015,699,371
10416,0.38,5.58,4.98,2,2013,28,372
10417,8.99,1.12,6.65,2,2011,29,372
10418,1.67,3.09,7.82,2,2020,30,372
10419,3.75,5.9,8.64,1,2015,31,372
10420,8.45,9.81,0.0,1,2020,32,372
10421,1.36,4.31,0.01,1,2015,33,372
10422,4.56,4.47,8.97,2,2014,34,372
10423,6.36,3.79,6.06,2,2018,35,372
10424,2.02,2.45,6.38,2,2014,36,372
10425,8.84,6.11,0.0,2,2014,37,372
10426,4.72,5.93,8.49,1,2014,38,372
10427,2.39,5.2,0.61,1,2016,39,372
10428,8.28,0.32,6.78,1,2018,40,372
10429,6.16,8.15,0.0,2,2012,41,372
10430,8.09,8.84,0.0,2,2015,42,372
10431,4.16,9.42,2.14,2,2017,43,372
10432,0.36,9.83,3.61,2,2019,44,372
10433,3.57,3.64,9.13,1,2018,45,372
10434,2.37,2.67,5.5,2,2010,46,372
10435,9.69,5.96,0.0,1,2017,47,372
10436,1.01,1.18,8.05,1,2010,48,372
10437,3.8,8.92,7.61,1,2017,49,372
10438,2.23,6.97,8.47,2,2013,50,372
10439,9.58,6.26,0.0,1,2015,51,372
10440,5.72,9.23,0.0,1,2017,52,372
10441,8.43,8.07,0.0,2,2016,53,372
10442,0.32,6.21,9.14,1,2016,54,372
10443,0.71,1.54,6.79,2,2010,55,372
10444,2.14,5.59,1.87,2,2013,112,373
10445,4.7,7.88,8.73,1,2013,113,373
10446,9.62,8.99,0.0,1,2015,114,373
10447,6.08,8.82,0.0,1,2017,115,373
10448,3.2,4.35,2.86,1,2013,116,373
10449,0.64,1.53,1.74,2,2012,117,373
10450,5.62,9.7,0.0,2,2013,118,373
10451,9.27,8.91,0.0,2,2018,119,373
10452,3.64,1.78,1.35,2,2013,120,373
10453,4.68,6.28,1.92,1,2018,121,373
10454,4.07,1.31,5.17,1,2017,122,373
10455,3.98,2.07,0.48,1,2018,123,373
10456,8.8,9.54,0.0,2,2015,124,373
10457,5.35,6.53,6.97,2,2017,125,373
10458,0.53,1.74,2.16,1,2012,126,373
10459,7.15,1.05,3.5,1,2017,127,373
10460,3.64,8.76,1.05,2,2016,128,373
10461,7.04,3.83,4.43,2,2019,129,373
10462,3.81,4.06,8.54,2,2016,130,373
10463,9.25,4.49,5.51,1,2015,131,373
10464,8.14,4.29,2.48,2,2011,132,373
10465,1.89,0.89,7.77,2,2010,133,373
10466,8.02,8.28,0.0,1,2017,134,373
10467,2.56,7.74,6.4,1,2015,135,373
10468,0.05,5.72,7.9,1,2020,136,373
10469,4.29,5.86,9.56,2,2010,137,373
10470,9.96,3.94,3.67,2,2012,138,373
10471,1.27,6.63,0.35,2,2012,139,373
10472,3.87,5.86,4.7,2,2016,504,374
10473,9.51,2.3,7.4,1,2015,505,374
10474,1.86,4.14,6.83,2,2014,506,374
10475,4.75,3.56,0.56,2,2014,507,374
10476,8.79,5.77,0.0,1,2017,508,374
10477,3.06,2.21,2.49,2,2012,509,374
10478,4.2,1.03,6.9,2,2013,510,374
10479,9.36,8.52,0.0,2,2017,511,374
10480,1.33,0.76,5.06,2,2014,512,374
10481,6.95,1.71,1.48,1,2014,513,374
10482,7.84,2.61,6.21,2,2016,514,374
10483,1.74,9.7,6.88,1,2017,515,374
10484,7.7,9.09,0.0,2,2017,516,374
10485,0.36,0.08,0.6,1,2016,517,374
10486,5.06,9.58,0.0,2,2014,518,374
10487,1.48,6.94,6.71,2,2014,519,374
10488,7.99,6.29,0.0,2,2015,520,374
10489,0.98,0.96,2.82,1,2016,521,374
10490,6.63,2.49,9.43,1,2016,522,374
10491,7.45,6.98,0.0,2,2012,523,374
10492,9.11,3.94,7.71,1,2015,524,374
10493,1.94,0.81,7.9,1,2010,525,374
10494,3.19,1.19,4.42,2,2015,526,374
10495,6.36,1.66,6.35,2,2018,527,374
10496,3.54,2.77,1.62,1,2016,528,374
10497,7.39,6.93,0.0,2,2019,529,374
10498,6.56,2.95,4.93,1,2013,530,374
10499,7.7,9.9,0.0,2,2012,531,374
10500,6.4,2.49,3.39,1,2019,840,375
10501,4.19,6.01,5.76,1,2012,841,375
10502,4.47,1.31,7.42,1,2019,842,375
10503,8.23,0.41,7.91,1,2017,843,375
10504,8.34,4.61,0.67,1,2016,844,375
10505,9.06,8.69,0.0,1,2014,845,375
10506,9.28,0.91,8.6,2,2013,846,375
10507,0.42,1.04,3.59,1,2016,847,375
10508,7.75,4.96,2.16,1,2013,848,375
10509,6.89,6.63,5.75,1,2014,849,375
10510,1.25,6.73,3.2,2,2016,850,375
10511,7.57,5.13,1.05,1,2016,851,375
10512,7.72,4.85,8.39,1,2014,852,375
10513,0.06,8.16,0.01,2,2014,853,375
10514,0.69,9.15,1.74,1,2015,854,375
10515,6.86,2.19,2.94,2,2015,855,375
10516,1.46,2.87,8.26,2,2017,856,375
10517,3.65,3.43,7.08,2,2014,857,375
10518,8.58,6.07,0.0,2,2013,858,375
10519,4.32,9.03,5.21,2,2018,859,375
10520,6.2,6.15,4.18,2,2017,860,375
10521,4.45,9.11,0.75,2,2014,861,375
10522,3.37,9.76,6.85,1,2016,862,375
10523,6.18,0.48,2.1,2,2016,863,375
10524,6.47,5.08,8.32,1,2012,864,375
10525,8.14,0.59,1.99,2,2018,865,375
10526,1.7,1.51,1.43,2,2010,866,375
10527,10.0,9.29,0.0,1,2017,867,375
10528,4.51,6.28,0.61,2,2011,1092,376
10529,9.79,6.87,0.0,1,2015,1093,376
10530,9.07,9.65,0.0,1,2013,1094,376
10531,4.23,0.23,3.46,2,2015,1095,376
10532,6.95,6.57,4.84,1,2010,1096,376
10533,5.34,5.18,3.29,1,2015,1097,376
10534,0.95,6.83,2.74,2,2015,1098,376
10535,4.89,5.21,5.04,2,2011,1099,376
10536,4.33,7.11,5.23,1,2019,1100,376
10537,9.62,1.72,5.88,2,2013,1101,376
10538,7.96,4.39,8.17,2,2015,1102,376
10539,4.3,1.59,5.13,1,2015,1103,376
10540,2.65,5.49,0.91,1,2014,1104,376
10541,7.89,0.64,3.18,1,2013,1105,376
10542,0.03,8.14,6.26,1,2017,1106,376
10543,8.77,7.3,0.0,1,2018,1107,376
10544,2.05,4.03,9.64,2,2014,1108,376
